user_id,purchase_value,device_id,age,ip_address,class,lower_bound_ip_address,upper_bound_ip_address,time_since_signup,hour_of_day,day_of_week,user_tx_count,device_tx_count,transaction_velocity,source_Direct,source_SEO,browser_FireFox,browser_IE,browser_Opera,browser_Safari,sex_M,country_Brazil,country_Canada,country_France,country_Germany,country_India,country_United Kingdom,country_United States
362,17,OFGKANFZLXBKH,33,381184082,1,350000000.0,399999999.0,1.0,23,4,1,16,,True,False,True,False,False,False,False,True,False,False,False,False,False,False
398,43,DCFMYMJFCOZRH,25,442240274,0,400000000.0,449999999.0,385305.0,2,1,1,1,,False,False,False,True,False,False,True,False,False,False,False,True,False,False
482,66,OVJTOIFOOQCPR,24,462448293,0,450000000.0,499999999.0,1095404.0,16,3,1,1,,False,True,False,False,False,False,False,False,False,False,False,False,False,False
483,50,IHWUESTBGOENU,37,239172563,0,200000000.0,249999999.0,2071877.0,9,0,1,1,,False,True,False,False,False,False,False,False,False,False,False,False,True,False
572,23,ZFLKDRYCIUGEZ,22,477997611,0,450000000.0,499999999.0,3964038.0,0,0,1,1,,True,False,False,False,False,True,False,False,False,False,False,False,False,False
615,15,SQKCNYWWWLRPP,33,344230127,0,300000000.0,349999999.0,1223689.0,0,5,1,1,,False,False,False,False,False,True,False,False,False,True,False,False,False,False
636,9,MMBCKECRNTAHA,39,319961425,0,300000000.0,349999999.0,5461187.0,15,6,1,1,,False,True,False,False,False,True,False,False,False,True,False,False,False,False
675,47,WHPCNRTAPCAHH,41,469292994,0,450000000.0,499999999.0,9764112.0,15,5,1,1,,False,False,False,False,False,False,False,False,False,False,False,False,False,False
708,35,OXYGRWTPTQJXD,44,426628675,0,400000000.0,449999999.0,8629311.0,13,4,1,1,,True,False,False,True,False,False,False,False,False,False,False,True,False,False
721,23,QHSUUYEPECJYQ,22,266571279,0,250000000.0,299999999.0,5414876.0,12,4,1,1,,True,False,False,True,False,False,True,False,False,False,True,False,False,False
727,47,HPUTTZLEGFHAK,46,217702505,0,200000000.0,249999999.0,3477237.0,4,3,1,1,,False,True,False,False,False,True,True,False,False,False,False,False,True,False
740,66,UEDAZMASSYOSX,22,104398749,0,100000000.0,149999999.0,1492209.0,14,2,1,1,,False,True,False,False,True,False,True,False,False,False,False,False,False,True
796,40,KXSFDMJCKEAPS,50,149474336,0,100000000.0,149999999.0,4008164.0,21,5,1,1,,False,True,False,True,False,False,True,False,False,False,False,False,False,True
807,28,NCOFFUJWDSSZI,41,271647797,1,250000000.0,299999999.0,1711419.0,6,5,1,1,,False,True,False,False,False,False,False,False,False,False,True,False,False,False
856,47,FSVTGRDLLCVYU,32,127601771,0,100000000.0,149999999.0,3523529.0,16,6,1,1,,False,True,False,False,False,False,False,False,False,False,False,False,False,True
886,21,WUYHMHYFIDMON,41,169972886,0,150000000.0,199999999.0,2909238.0,22,1,1,1,,False,False,True,False,False,False,False,False,True,False,False,False,False,False
888,37,RQRIUZIOUCOFL,38,316731843,0,300000000.0,349999999.0,2146371.0,7,3,1,1,,False,False,True,False,False,False,True,False,False,True,False,False,False,False
889,32,QKEBCTJXYEMOY,41,389824301,0,350000000.0,399999999.0,3621619.0,10,5,1,1,,True,False,True,False,False,False,True,True,False,False,False,False,False,False
897,19,EJRXUMRHFCILX,49,432899467,0,400000000.0,449999999.0,9348448.0,21,3,1,1,,False,False,False,False,False,True,True,False,False,False,False,True,False,False
923,60,ODQJXYSEXAYTM,24,227772874,0,200000000.0,249999999.0,4754320.0,17,6,1,1,,True,False,False,False,False,False,False,False,False,False,False,False,True,False
926,18,EQFNDLBZNVMLG,40,228204682,0,200000000.0,249999999.0,3532667.0,16,5,1,1,,False,False,False,False,False,False,True,False,False,False,False,False,True,False
932,21,DURDPZZXVGUNH,31,171058646,1,150000000.0,199999999.0,7316212.0,20,5,1,1,,True,False,False,False,False,False,False,False,True,False,False,False,False,False
933,11,HVBZYNTEWTQSD,24,274425779,0,250000000.0,299999999.0,500538.0,15,0,1,1,,True,False,False,False,False,False,True,False,False,False,True,False,False,False
991,31,NTAUTQKCSEADB,37,498798473,0,450000000.0,499999999.0,9031117.0,17,2,1,1,,True,False,True,False,False,False,False,False,False,False,False,False,False,False
1011,21,OLCFFLXDGRMSZ,41,331629041,0,300000000.0,349999999.0,251122.0,7,2,1,1,,False,False,False,False,False,False,True,False,False,True,False,False,False,False
1013,53,GPEWUGFILMUZY,33,423448411,0,400000000.0,449999999.0,3400355.0,16,5,1,1,,False,True,True,False,False,False,True,False,False,False,False,True,False,False
1020,9,HPXOVYPVWUGTO,36,458866075,0,450000000.0,499999999.0,557421.0,11,1,1,1,,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1046,22,NDJADCHFCXUZX,19,201833356,0,200000000.0,249999999.0,9739724.0,12,4,1,1,,False,False,False,True,False,False,False,False,False,False,False,False,True,False
1078,54,VLTKSRWNQYFWP,45,421578951,0,400000000.0,449999999.0,6542506.0,4,0,1,1,,False,False,False,False,False,False,True,False,False,False,False,True,False,False
1083,45,NKUIOEXFGDNPJ,42,485938479,0,450000000.0,499999999.0,9021507.0,18,4,1,1,,False,True,False,False,False,False,True,False,False,False,False,False,False,False
1122,21,VMDCZCEEVRDHU,30,253630230,0,250000000.0,299999999.0,4968435.0,16,0,1,1,,False,True,False,False,True,False,False,False,False,False,True,False,False,False
1126,53,EIDTVFGCACDTT,23,470899431,0,450000000.0,499999999.0,3354460.0,3,2,1,1,,False,True,False,False,False,True,False,False,False,False,False,False,False,False
1140,35,BFLDOAGIQFTUV,40,332203106,0,300000000.0,349999999.0,3870885.0,16,6,1,1,,False,False,False,False,True,False,False,False,False,True,False,False,False,False
1200,61,VYZWQFPEAXBJL,25,119038576,0,100000000.0,149999999.0,3273733.0,17,4,1,1,,False,True,False,False,False,False,False,False,False,False,False,False,False,True
1228,51,UHGLWGYOCOYNZ,34,115520024,0,100000000.0,149999999.0,1638520.0,5,0,1,1,,False,True,False,False,False,False,True,False,False,False,False,False,False,True
1265,27,NCVBWRCDWYAZP,34,362713764,0,350000000.0,399999999.0,2605524.0,5,2,1,1,,True,False,False,False,False,True,False,True,False,False,False,False,False,False
1288,46,HVFCWQFPXGHPU,45,223970328,0,200000000.0,249999999.0,7237608.0,18,3,1,1,,False,False,False,False,False,True,True,False,False,False,False,False,True,False
1290,71,UFCVQZESMUMHL,30,263023523,0,250000000.0,299999999.0,1357396.0,21,3,1,1,,False,False,False,False,False,False,True,False,False,False,True,False,False,False
1292,41,XJBZCGUHLSVMR,19,487316863,0,450000000.0,499999999.0,5798574.0,16,3,1,1,,False,False,False,False,False,True,True,False,False,False,False,False,False,False
1305,29,ZSWTNXAJASUVY,32,290741390,0,250000000.0,299999999.0,4990897.0,13,5,1,1,,False,False,True,False,False,False,True,False,False,False,True,False,False,False
1306,29,RYFOXCDPIZYRK,26,390058619,0,350000000.0,399999999.0,6716668.0,17,6,1,1,,False,True,False,False,False,False,False,True,False,False,False,False,False,False
1347,16,GSPONEUKMRXNP,29,291544435,1,250000000.0,299999999.0,5827457.0,13,0,1,1,,False,False,False,False,False,False,True,False,False,False,True,False,False,False
1370,35,HBFWGJPDCCQGK,26,237020167,0,200000000.0,249999999.0,8265816.0,6,0,1,1,,False,True,False,True,False,False,False,False,False,False,False,False,True,False
1381,49,UHFDPONOPTQTE,39,226509509,0,200000000.0,249999999.0,2327360.0,8,1,1,1,,True,False,False,False,False,True,False,False,False,False,False,False,True,False
1404,40,OPHLNIJYDLENP,18,436121876,0,400000000.0,449999999.0,6643132.0,16,4,1,1,,True,False,False,True,False,False,True,False,False,False,False,True,False,False
1405,15,GKEQADTDLNWUH,36,414657449,0,400000000.0,449999999.0,6101137.0,10,5,1,1,,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1411,41,GRRXKMAMFPXWS,28,209442702,0,200000000.0,249999999.0,4767808.0,0,2,1,1,,False,False,True,False,False,False,True,False,False,False,False,False,True,False
1415,61,EAPLEZFEVZDVS,35,265949657,0,250000000.0,299999999.0,154220.0,13,5,1,1,,True,False,False,False,False,False,False,False,False,False,True,False,False,False
1422,23,UYLNSBQMXLHSH,36,279522986,0,250000000.0,299999999.0,5939759.0,19,6,1,1,,False,False,False,True,False,False,False,False,False,False,True,False,False,False
1442,70,OWLYLNPTNMSNK,46,113743966,0,100000000.0,149999999.0,5085019.0,7,0,1,1,,False,True,False,False,False,False,False,False,False,False,False,False,False,True
1481,79,MGALQPOCXPTEY,33,271955775,0,250000000.0,299999999.0,2048390.0,3,1,1,1,,False,True,False,False,False,False,False,False,False,False,True,False,False,False
1493,66,FRHZPITUXINYK,23,257566751,1,250000000.0,299999999.0,1.0,6,0,1,10,,False,False,False,False,False,False,True,False,False,False,True,False,False,False
1526,41,LGBZVMJBVIBAE,38,197071834,0,150000000.0,199999999.0,7384720.0,18,4,1,1,,False,True,False,False,False,False,True,False,True,False,False,False,False,False
1571,33,QLYVPUNRFNEVQ,38,324331103,1,300000000.0,349999999.0,4813290.0,9,3,1,1,,False,False,True,False,False,False,False,False,False,True,False,False,False,False
1575,14,DFDTCFNFIMRFR,44,468470094,0,450000000.0,499999999.0,5131032.0,19,6,1,1,,True,False,False,True,False,False,True,False,False,False,False,False,False,False
1589,15,RCVCQWKRJXYVU,29,489453289,0,450000000.0,499999999.0,2404929.0,22,6,1,1,,False,True,False,False,False,True,True,False,False,False,False,False,False,False
1607,13,XMISYGRMOBCZR,18,335067868,0,300000000.0,349999999.0,9863070.0,19,1,1,1,,False,False,True,False,False,False,False,False,False,True,False,False,False,False
1666,13,LWOVJSXVNPLUK,38,141602345,0,100000000.0,149999999.0,550286.0,7,1,1,1,,True,False,False,False,False,True,True,False,False,False,False,False,False,True
1729,16,WWBVPABWYNYSU,23,426371582,0,400000000.0,449999999.0,6430902.0,18,6,1,1,,False,True,False,False,False,False,True,False,False,False,False,True,False,False
1730,36,SVHANZTYILNBR,26,488240242,0,450000000.0,499999999.0,9011684.0,3,2,1,1,,False,True,False,True,False,False,False,False,False,False,False,False,False,False
1810,20,TRJWUZIXBZIMW,46,278809048,0,250000000.0,299999999.0,417386.0,10,0,1,1,,False,True,False,True,False,False,True,False,False,False,True,False,False,False
1817,17,YUVLQGCOSALKI,35,344441073,0,300000000.0,349999999.0,4174552.0,2,3,1,1,,True,False,True,False,False,False,False,False,False,True,False,False,False,False
1844,33,YEXVLNJVAAVRO,38,186888198,0,150000000.0,199999999.0,2059320.0,2,3,1,1,,False,True,False,False,False,False,True,False,True,False,False,False,False,False
1911,24,ZQQTSAHIPYROP,26,121499046,0,100000000.0,149999999.0,3330780.0,19,3,1,1,,True,False,False,False,False,False,True,False,False,False,False,False,False,True
1972,41,IWKHHKOXJJHZQ,30,127470733,0,100000000.0,149999999.0,8175145.0,17,1,1,1,,False,False,False,True,False,False,False,False,False,False,False,False,False,True
1981,24,LQDSEBAHBJMJM,25,237829591,0,200000000.0,249999999.0,3145034.0,0,4,1,1,,False,False,False,False,False,False,True,False,False,False,False,False,True,False
2032,16,ITKWJOUWFLTOA,21,493330043,1,450000000.0,499999999.0,1.0,7,4,1,10,,False,True,False,True,False,False,True,False,False,False,False,False,False,False
2043,9,XHUOBMFGYKNIJ,30,470698141,0,450000000.0,499999999.0,5874391.0,10,1,1,1,,False,True,False,True,False,False,False,False,False,False,False,False,False,False
2044,58,BNCVANGNSFDWE,21,148819458,0,100000000.0,149999999.0,2602721.0,15,4,1,1,,False,False,False,True,False,False,False,False,False,False,False,False,False,True
2052,11,QMPIZPPQFMRHP,43,241929401,0,200000000.0,249999999.0,5067392.0,7,3,1,1,,False,True,True,False,False,False,False,False,False,False,False,False,True,False
2077,64,YILGEUNUPEOQB,39,123785597,0,100000000.0,149999999.0,2399212.0,19,0,1,1,,False,False,False,False,True,False,False,False,False,False,False,False,False,True
2112,45,GSILKMWJJIQNQ,24,467097803,0,450000000.0,499999999.0,842985.0,10,6,1,1,,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2156,60,BHLYDSHLJQYMB,36,223859773,0,200000000.0,249999999.0,6741878.0,15,5,1,1,,False,True,False,False,False,False,True,False,False,False,False,False,True,False
2165,27,DQVNCBSXPCXWN,37,289003039,0,250000000.0,299999999.0,3051123.0,17,4,1,1,,False,True,True,False,False,False,True,False,False,False,True,False,False,False
2196,34,UNVJNPDKUEBVE,18,306720535,0,300000000.0,349999999.0,2754549.0,2,0,1,1,,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2268,30,BYDNZVDKREDOQ,24,150683995,0,150000000.0,199999999.0,7622548.0,23,4,1,1,,False,False,False,False,False,True,False,False,True,False,False,False,False,False
2289,29,UHSAHRDJYJXRZ,50,447972417,0,400000000.0,449999999.0,6535752.0,9,5,1,1,,True,False,False,False,False,True,True,False,False,False,False,True,False,False
2322,43,OWNDJARMLTDUD,20,234108204,0,200000000.0,249999999.0,8940666.0,14,3,1,1,,False,True,False,False,True,False,False,False,False,False,False,False,True,False
2366,9,EZOHRPKNERWOR,35,172246431,0,150000000.0,199999999.0,8140501.0,20,3,1,1,,False,True,False,False,False,True,True,False,True,False,False,False,False,False
2382,58,RYLELVHHGJZRL,32,158436550,0,150000000.0,199999999.0,580728.0,17,6,1,1,,True,False,False,True,False,False,False,False,True,False,False,False,False,False
2410,52,HSBQDZLDWHXOW,41,261002827,0,250000000.0,299999999.0,3429897.0,16,6,1,1,,False,False,True,False,False,False,False,False,False,False,True,False,False,False
2435,80,MTZLXYGNYLKKS,28,155911474,0,150000000.0,199999999.0,4323835.0,20,5,1,1,,True,False,True,False,False,False,False,False,True,False,False,False,False,False
2441,30,EURFVBFVAIKEU,18,402501933,0,400000000.0,449999999.0,7626716.0,20,4,1,1,,False,True,True,False,False,False,False,False,False,False,False,True,False,False
2462,32,MRSBQCKXASOTO,30,311306610,1,300000000.0,349999999.0,4769477.0,12,6,1,1,,False,True,False,False,False,False,True,False,False,True,False,False,False,False
2464,27,QATVRYENSNFCP,27,175293252,0,150000000.0,199999999.0,5594832.0,4,2,1,1,,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2526,40,LIZDHKWKFLPCG,31,325597649,0,300000000.0,349999999.0,1211397.0,16,6,1,1,,False,False,False,True,False,False,True,False,False,True,False,False,False,False
2561,48,MCWVSYGKAFFFJ,39,333518999,0,300000000.0,349999999.0,7897524.0,5,6,1,1,,False,True,True,False,False,False,False,False,False,True,False,False,False,False
2569,32,MFWWACNOXXNRW,21,487001277,0,450000000.0,499999999.0,6579187.0,12,2,1,1,,False,True,False,False,False,True,False,False,False,False,False,False,False,False
2583,33,GBZMMKJILWBPY,25,279719048,0,250000000.0,299999999.0,2651223.0,19,6,1,1,,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2661,11,KDQPXDCZJBHGB,22,137304622,1,100000000.0,149999999.0,3949512.0,5,1,1,1,,False,True,False,False,False,False,False,False,False,False,False,False,False,True
2704,30,ONEAQGVAROCRZ,31,176910794,0,150000000.0,199999999.0,4221825.0,16,4,1,1,,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2745,22,XSWVAXPYIAWFA,28,130450765,0,100000000.0,149999999.0,3823291.0,13,1,1,1,,False,True,False,False,False,False,False,False,False,False,False,False,False,True
2803,38,SIGESSRZSWGGY,32,435382622,0,400000000.0,449999999.0,6916120.0,21,2,1,1,,False,True,False,True,False,False,False,False,False,False,False,True,False,False
2804,23,MYVTGHSRRCPYL,22,108805482,0,100000000.0,149999999.0,3008840.0,23,5,1,1,,False,True,False,False,False,True,False,False,False,False,False,False,False,True
2832,44,UQUIBOUDMHMVY,53,167932152,0,150000000.0,199999999.0,3047461.0,3,3,1,2,,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2908,11,RTIFLIWQZUPXX,58,387647615,0,350000000.0,399999999.0,10347213.0,1,4,1,1,,False,False,True,False,False,False,True,True,False,False,False,False,False,False
2966,27,KITBRRCZEYKSD,42,440383234,0,400000000.0,449999999.0,8518914.0,13,2,1,1,,True,False,True,False,False,False,True,False,False,False,False,True,False,False
2998,24,BNAKEPINPYEWS,25,175673434,0,150000000.0,199999999.0,3337230.0,21,0,1,1,,False,False,False,False,False,False,False,False,True,False,False,False,False,False
3068,24,OKRBBGUCPQEKK,27,335257329,0,300000000.0,349999999.0,5997826.0,19,2,1,1,,True,False,True,False,False,False,True,False,False,True,False,False,False,False
3087,24,LEWJDZNNWZGWE,33,405774018,0,400000000.0,449999999.0,604132.0,22,0,1,1,,True,False,False,False,False,False,True,False,False,False,False,True,False,False
3096,41,IYAEZXMMLKQCI,32,461070371,0,450000000.0,499999999.0,911209.0,11,1,1,1,,False,True,False,False,False,False,True,False,False,False,False,False,False,False
3109,37,FEPZZEOUAIEFA,45,218836960,0,200000000.0,249999999.0,2623718.0,2,6,1,1,,False,False,False,False,False,False,True,False,False,False,False,False,True,False
3150,25,VDZOBDIUKNICH,18,337416469,0,300000000.0,349999999.0,2046771.0,13,2,1,1,,False,True,True,False,False,False,False,False,False,True,False,False,False,False
3208,38,GLLQDZTASRCCV,43,476241256,0,450000000.0,499999999.0,1247420.0,18,0,1,1,,True,False,False,False,False,False,True,False,False,False,False,False,False,False
3211,67,YGILUCPTRLPOQ,29,262563741,0,250000000.0,299999999.0,5704975.0,18,0,1,1,,False,False,False,True,False,False,False,False,False,False,True,False,False,False
3240,57,PZEWFLQVZHEHE,40,487398076,0,450000000.0,499999999.0,1777603.0,9,5,1,1,,True,False,True,False,False,False,True,False,False,False,False,False,False,False
3270,42,UNWGVCKJFUIBQ,33,309532362,0,300000000.0,349999999.0,9649254.0,15,5,1,1,,True,False,False,False,False,False,False,False,False,True,False,False,False,False
3346,32,TTCMQXATBOMNQ,26,120935985,0,100000000.0,149999999.0,5976048.0,12,4,1,1,,False,True,False,False,False,True,True,False,False,False,False,False,False,True
3435,30,IZGGKGWVVLJRG,23,298516781,0,250000000.0,299999999.0,4076811.0,19,6,1,1,,False,True,False,False,False,False,True,False,False,False,True,False,False,False
3464,28,WRFPRFQMLLFQV,24,447289275,0,400000000.0,449999999.0,2285850.0,13,1,1,1,,False,True,False,True,False,False,False,False,False,False,False,True,False,False
3465,40,GFRVIWTFLKVCG,24,473716533,0,450000000.0,499999999.0,5325793.0,21,6,1,1,,False,False,False,False,False,False,True,False,False,False,False,False,False,False
3469,37,VOAWZWMCCKIDA,33,478370403,0,450000000.0,499999999.0,2258960.0,2,0,1,1,,False,True,False,False,False,False,False,False,False,False,False,False,False,False
3507,32,SYDBXNUXVMJXF,23,409898964,0,400000000.0,449999999.0,4651214.0,8,1,1,1,,False,False,False,False,False,False,False,False,False,False,False,True,False,False
3530,58,KGMKSNYRKINEM,42,328846489,0,300000000.0,349999999.0,7155985.0,18,2,1,1,,False,False,True,False,False,False,True,False,False,True,False,False,False,False
3540,72,BZEUZZCTWRABU,36,135844511,0,100000000.0,149999999.0,3699863.0,21,3,1,1,,False,False,False,False,False,True,True,False,False,False,False,False,False,True
3568,71,JKMDLEPAWXJWF,51,213070925,0,200000000.0,249999999.0,7656015.0,10,0,1,1,,True,False,True,False,False,False,False,False,False,False,False,False,True,False
3583,13,AMHBAGMXKWFYF,37,265569256,0,250000000.0,299999999.0,7554477.0,18,2,1,1,,True,False,False,False,False,False,True,False,False,False,True,False,False,False
3600,55,RKOCVFQMXEBRX,40,182184357,0,150000000.0,199999999.0,7480577.0,13,4,1,1,,False,False,True,False,False,False,True,False,True,False,False,False,False,False
3608,35,BHRENCJRXBABP,29,133787598,0,100000000.0,149999999.0,9898564.0,11,3,1,1,,False,False,False,True,False,False,True,False,False,False,False,False,False,True
3665,36,JVXZKTYGJUYKJ,35,321047414,0,300000000.0,349999999.0,2499992.0,3,6,1,1,,False,False,False,True,False,False,True,False,False,True,False,False,False,False
3681,54,PORCGWKOHWWON,18,325534912,0,300000000.0,349999999.0,5762999.0,7,6,1,1,,False,False,False,True,False,False,True,False,False,True,False,False,False,False
3699,33,FJDSFQLSDKEBA,25,294121035,0,250000000.0,299999999.0,10268866.0,1,4,1,1,,False,True,False,False,False,False,True,False,False,False,True,False,False,False
3700,11,JGKJIUPKMKOOZ,23,401153571,0,400000000.0,449999999.0,6914685.0,10,0,1,1,,False,False,False,True,False,False,True,False,False,False,False,True,False,False
3717,21,NRRTITEYGMQLH,19,450210264,0,450000000.0,499999999.0,2343420.0,20,5,1,1,,False,False,False,True,False,False,True,False,False,False,False,False,False,False
3742,58,KHIXUPSDCQIGB,32,454605483,0,450000000.0,499999999.0,419649.0,20,3,1,1,,False,True,False,False,False,False,False,False,False,False,False,False,False,False
3779,71,IPXFMCWJWADKF,27,239553807,0,200000000.0,249999999.0,1411834.0,19,0,1,1,,False,False,True,False,False,False,True,False,False,False,False,False,True,False
3798,45,ZTBGIXJIMWUIU,31,338211031,0,300000000.0,349999999.0,2470517.0,22,6,1,1,,False,False,False,False,False,True,False,False,False,True,False,False,False,False
3820,52,YOTCLGFTAWZHV,36,209727397,0,200000000.0,249999999.0,5205479.0,21,6,1,1,,False,True,True,False,False,False,True,False,False,False,False,False,True,False
3853,43,VNCEIDABCOSEM,38,360826269,0,350000000.0,399999999.0,7004627.0,18,5,1,1,,False,True,False,False,False,False,False,True,False,False,False,False,False,False
3945,30,PGITDIMLHRZSU,31,452281602,0,450000000.0,499999999.0,2160605.0,8,1,1,1,,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3959,12,ILXBPEBCFWGFE,20,138728522,1,100000000.0,149999999.0,9018024.0,21,6,1,1,,False,True,False,True,False,False,True,False,False,False,False,False,False,True
3975,45,BEAAJKNWFMVPC,32,403222788,0,400000000.0,449999999.0,1133929.0,23,4,1,1,,True,False,False,False,False,False,False,False,False,False,False,True,False,False
3977,39,QEDYVFQUUJLON,35,195008227,1,150000000.0,199999999.0,335139.0,10,0,1,1,,False,True,False,False,False,True,False,False,True,False,False,False,False,False
3990,33,KGZVWLGHTQRWX,36,336019003,0,300000000.0,349999999.0,2472818.0,16,3,1,1,,True,False,False,False,False,False,False,False,False,True,False,False,False,False
4003,15,KVISWZCCSQIYV,22,295465911,0,250000000.0,299999999.0,931182.0,5,0,1,1,,True,False,False,False,False,True,True,False,False,False,True,False,False,False
4007,49,ODTJQWGDOWGNR,19,351339513,0,350000000.0,399999999.0,8169092.0,15,6,1,1,,True,False,False,False,False,False,True,True,False,False,False,False,False,False
4045,53,UPYVWRWQIUCWC,35,162300439,0,150000000.0,199999999.0,3339341.0,7,4,1,1,,True,False,False,False,False,False,True,False,True,False,False,False,False,False
4067,65,WEKDMEOPNWNJA,29,340187743,0,300000000.0,349999999.0,2429681.0,15,3,1,1,,False,True,False,False,False,False,False,False,False,True,False,False,False,False
4071,32,WTILVXQSSMYMJ,33,340712441,0,300000000.0,349999999.0,3805928.0,9,0,1,1,,False,False,False,False,False,True,True,False,False,True,False,False,False,False
4105,33,RMJQKJICQLOBR,28,245843891,0,200000000.0,249999999.0,6273388.0,19,4,1,1,,True,False,False,False,False,False,True,False,False,False,False,False,True,False
4154,23,XLRONALXKERCJ,37,167738071,0,150000000.0,199999999.0,6408881.0,18,1,1,1,,True,False,False,False,False,True,False,False,True,False,False,False,False,False
4193,20,JAYUDJGXSFBEG,31,395275530,0,350000000.0,399999999.0,5716351.0,23,2,1,1,,False,True,False,True,False,False,True,True,False,False,False,False,False,False
4215,34,MSTGVHREBXJVG,34,211380441,0,200000000.0,249999999.0,1739448.0,18,3,1,1,,False,True,True,False,False,False,False,False,False,False,False,False,True,False
4228,34,UCIBAIFHXEZGO,25,455761467,0,450000000.0,499999999.0,9627684.0,21,2,1,1,,False,True,False,True,False,False,False,False,False,False,False,False,False,False
4233,42,WIFAHIAGHMKQA,32,410613390,0,400000000.0,449999999.0,2028991.0,20,5,1,1,,False,True,False,False,False,True,False,False,False,False,False,True,False,False
4239,41,ILJVZBJRIBAYV,26,125575838,0,100000000.0,149999999.0,2795527.0,11,6,1,1,,False,False,False,False,False,True,True,False,False,False,False,False,False,True
4254,15,TBKUVWHQYGNAG,34,392026835,0,350000000.0,399999999.0,2871574.0,8,1,1,1,,False,True,True,False,False,False,False,True,False,False,False,False,False,False
4257,19,QTWPGXRNIWEWS,28,119719963,0,100000000.0,149999999.0,6289636.0,0,0,1,1,,False,False,False,False,False,False,False,False,False,False,False,False,False,True
4262,19,WGERQKNHFFRUB,40,394463349,0,350000000.0,399999999.0,143234.0,17,3,1,1,,False,False,False,False,False,False,False,True,False,False,False,False,False,False
4279,53,HACIOPRLELTNU,30,227567794,0,200000000.0,249999999.0,2150783.0,16,1,1,1,,False,False,False,True,False,False,True,False,False,False,False,False,True,False
4282,17,BLEYLPBWIJBFR,22,475999696,0,450000000.0,499999999.0,8084593.0,18,1,1,1,,True,False,False,False,False,False,True,False,False,False,False,False,False,False
4351,9,RPWCMFIMODUAG,38,385630288,0,350000000.0,399999999.0,2768622.0,17,5,1,1,,False,False,False,False,False,False,False,True,False,False,False,False,False,False
4384,42,RYLLJITUWZJXI,35,178006099,0,150000000.0,199999999.0,4309852.0,15,3,1,1,,False,False,True,False,False,False,False,False,True,False,False,False,False,False
4408,22,JLADMRAEQXTOL,18,129040568,0,100000000.0,149999999.0,7811073.0,17,2,1,1,,False,False,False,True,False,False,False,False,False,False,False,False,False,True
