Time,Amount,merchant_risk,device_risk,international,card_age_days,num_items,online_order,Class
47886,46.71,0.467,0.043,0,1796,3,1,0
134909,4.11,0.646,0.461,0,358,4,0,0
96015,20.78,0.036,0.423,0,968,2,0,0
79300,51.37,0.572,0.062,0,919,1,1,0
87368,197.08,0.366,0.05,0,1341,5,0,0
98278,9.85,0.321,0.723,0,630,5,0,0
6438,40.41,0.263,0.583,0,1439,5,1,0
24156,15.4,0.266,0.263,0,1592,3,1,0
42419,50.64,0.6,0.393,0,120,4,1,0
19790,69.03,0.126,0.261,0,1594,1,1,0
75965,26.8,0.136,0.199,0,133,3,0,0
115500,61.86,0.076,0.133,0,827,2,0,0
113085,100.63,0.48,0.044,0,939,6,0,0
81405,29.17,0.35,0.28,1,375,1,0,0
147757,1.34,0.42,0.544,0,1710,7,1,0
97672,138.26,0.099,0.264,1,1659,1,0,0
13685,72.91,0.302,0.297,0,1604,1,1,0
132191,55.04,0.544,0.204,0,1514,2,1,0
99290,26.89,0.317,0.621,0,1734,3,1,0
109679,95.74,0.354,0.066,1,1481,4,1,0
97696,262.6,0.352,0.403,0,824,2,1,0
95658,33.58,0.48,0.841,0,178,3,0,0
15649,38.44,0.666,0.185,0,1773,2,0,0
96630,18.75,0.4,0.216,0,1633,3,1,0
137360,17.77,0.049,0.61,0,1241,1,1,0
52522,14.4,0.308,0.0,0,627,5,0,0
104170,44.68,0.127,0.085,1,1204,6,0,0
5325,27.63,0.544,0.014,0,341,5,0,0
60047,50.29,0.297,0.072,0,1236,6,0,0
75464,17.55,0.0,0.338,0,604,2,0,0
169817,28.56,0.055,0.416,1,1085,1,0,0
37080,15.3,0.188,0.576,0,432,2,1,0
47787,42.97,0.59,0.701,0,515,1,0,0
70593,1.0,0.0,0.514,0,1149,7,0,0
171532,34.85,0.316,0.481,0,567,1,0,0
147468,28.7,0.021,0.373,0,391,1,0,0
5994,40.34,0.275,0.347,0,823,6,0,0
40424,6.26,0.357,0.274,0,61,2,0,0
141985,65.2,0.33,0.0,0,768,3,1,0
10074,14.65,0.58,0.288,0,1757,3,1,0
147859,40.3,0.287,0.295,0,1544,3,1,0
48623,4.3,0.388,0.186,0,291,6,1,0
158570,10.46,0.471,0.342,0,529,5,1,0
50733,26.69,0.163,0.026,0,1597,7,0,0
75049,129.21,0.692,0.216,1,463,3,1,0
114379,62.83,0.22,0.234,0,877,5,0,0
21821,32.84,0.22,0.132,0,1659,3,1,0
96255,16.61,0.459,0.499,1,498,2,1,0
87266,8.36,0.57,0.0,0,946,7,1,0
135457,49.51,0.467,0.721,0,1648,3,1,0
172127,67.84,0.519,0.387,0,1728,4,1,0
114793,34.78,0.307,0.284,1,1277,7,1,0
70707,183.53,0.142,0.35,0,304,7,1,0
70223,18.74,0.371,0.0,1,659,3,1,0
72223,40.75,0.537,0.303,0,304,7,0,0
140662,7.74,0.422,0.017,0,865,4,0,0
55506,39.77,0.335,0.195,0,1389,4,0,0
28852,141.14,0.0,0.296,0,533,5,0,0
57765,3.47,0.595,0.0,0,1208,5,1,0
3924,79.79,0.492,0.213,0,1340,4,1,0
18341,142.45,0.631,0.914,0,791,3,0,0
15560,26.16,0.369,0.4,0,850,5,0,0
133324,52.62,0.533,0.344,0,1297,1,1,0
124823,162.1,0.277,0.635,0,1078,4,1,0
120401,42.45,0.191,0.056,0,1338,3,0,0
79812,77.06,0.651,0.611,1,1595,1,0,0
123907,3.05,0.088,0.202,0,1103,5,0,0
27867,60.92,0.0,0.533,1,1208,2,1,0
155627,55.68,0.183,0.534,0,603,5,1,0
86580,12.51,0.041,0.118,0,134,7,0,0
162095,23.73,0.424,0.358,0,1172,5,1,0
26319,62.24,0.18,0.395,0,1235,6,0,0
85938,17.24,0.81,0.457,0,416,2,1,0
120324,94.82,0.311,0.146,0,931,2,1,0
85644,50.46,0.145,0.437,0,1673,3,0,0
77095,26.72,0.0,0.514,0,1326,3,1,0
28721,29.51,0.353,0.257,0,568,4,1,0
65840,40.72,0.298,0.025,0,190,6,0,0
41258,87.41,0.23,0.901,0,1503,2,0,0
52101,50.42,0.501,0.49,1,1654,5,1,0
118143,18.38,0.642,0.0,0,1107,3,0,0
108912,118.28,0.009,0.0,0,148,7,0,0
104923,62.76,0.311,0.076,0,183,1,1,0
62521,45.08,0.105,0.16,0,1223,6,0,0
165834,31.47,0.535,0.542,0,1449,6,1,0
15145,51.32,0.174,0.428,0,1094,1,0,0
59199,1.0,0.226,0.268,0,976,1,0,0
20391,42.09,0.547,0.0,0,1609,3,1,0
58569,180.37,0.284,0.018,0,1313,5,1,0
166215,51.58,0.086,0.394,0,1027,7,0,0
63290,46.22,0.616,0.405,0,1085,4,1,0
157002,17.6,0.334,0.0,0,501,7,0,0
85547,57.78,0.498,0.0,0,146,4,1,0
120909,27.88,0.546,0.025,0,1726,3,0,0
79041,118.54,0.598,0.186,0,459,5,0,0
45942,4.94,0.149,0.284,0,206,6,1,0
132058,12.26,0.187,0.092,0,1639,1,1,0
167473,18.93,0.045,0.453,0,626,4,0,0
45537,200.57,0.468,0.413,0,70,1,1,0
134568,23.41,0.339,0.582,0,710,2,1,0
45124,20.99,0.553,0.654,0,258,6,1,0
123878,1.0,0.572,0.355,1,1134,2,0,0
136340,20.65,0.085,0.308,0,1135,1,0,0
77649,56.41,0.324,0.076,1,571,3,0,0
127339,54.04,0.16,0.23,0,665,2,0,0
47043,14.08,0.071,0.148,0,824,3,0,0
13695,20.62,0.308,0.43,0,626,1,0,0
16656,207.87,1.0,0.091,0,1001,2,1,0
77245,497.57,0.747,0.371,0,793,6,0,0
155969,108.9,0.852,0.0,0,67,2,0,0
22045,153.85,0.0,0.11,1,710,4,1,0
78758,193.71,0.527,0.372,0,1603,6,0,0
121656,309.32,0.156,0.142,0,82,6,0,0
34968,26.51,0.291,0.563,0,567,2,0,0
124695,12.63,0.515,0.411,0,699,6,0,0
52869,203.44,0.843,0.064,0,471,2,1,0
139736,12.06,0.572,0.295,0,694,5,1,0
100089,9.77,0.253,0.123,0,485,3,0,0
94505,13.66,0.57,0.232,0,296,6,0,0
30546,27.47,0.1,0.597,0,706,2,0,0
80041,1.0,0.222,0.823,0,1322,2,0,0
148022,13.39,0.671,0.773,0,1748,3,1,0
3373,20.49,0.236,0.522,0,148,7,1,0
131072,5.03,0.284,0.305,1,616,5,0,0
85149,92.87,0.315,0.203,0,1166,4,0,0
124323,36.89,0.291,0.0,0,1690,2,0,0
114617,54.78,0.398,0.708,0,457,1,0,0
74665,52.0,0.006,0.483,0,1165,5,0,0
53337,25.48,0.01,0.771,0,861,7,1,0
108398,85.34,0.41,0.428,0,543,3,0,0
24230,46.74,0.257,0.0,0,431,2,1,0
100932,23.81,0.457,0.134,0,978,2,0,0
16363,1.5,0.416,0.355,0,647,3,1,0
112293,52.76,0.34,0.485,0,636,4,0,0
108647,13.63,0.265,0.448,0,1510,7,0,0
14591,44.85,0.239,0.354,0,1532,1,0,0
130893,38.12,0.266,0.345,0,976,1,0,0
71851,13.28,0.271,0.286,0,1165,1,0,0
135973,42.34,0.036,0.377,0,1273,2,1,0
7190,42.65,0.681,0.135,0,1779,2,0,0
31010,35.96,0.159,0.157,0,415,1,0,0
85361,42.07,0.376,0.633,0,574,5,1,0
32525,20.47,0.0,0.037,0,125,4,1,0
57000,67.11,0.056,0.327,0,1169,6,0,0
114151,22.51,0.106,0.0,0,1344,7,0,0
24973,12.63,0.0,0.185,0,140,6,1,0
117107,78.82,0.64,0.148,0,148,4,1,0
17868,88.89,0.46,0.373,1,587,5,1,0
30271,67.08,0.436,0.214,0,296,4,1,0
101544,24.61,0.169,0.671,1,370,2,1,0
137113,2.92,0.167,0.58,0,189,3,0,0
29478,146.08,0.279,0.0,0,250,3,1,0
51838,1.0,0.013,0.623,0,791,4,1,0
159860,59.69,0.198,0.006,0,214,2,1,0
171017,273.01,0.168,0.0,0,660,2,1,0
100407,43.93,0.332,0.394,0,685,6,1,0
77248,50.15,0.318,0.67,0,486,7,1,0
59939,49.0,0.178,0.553,0,656,7,1,0
105831,38.51,0.017,0.372,0,666,5,0,0
102110,356.4,0.249,0.516,0,974,3,0,0
50933,6.65,0.166,0.0,0,748,1,0,0
3940,4.81,0.0,0.085,0,1286,5,1,0
26178,26.27,0.402,0.25,0,340,3,0,0
165639,188.48,0.533,0.391,0,817,7,1,0
72257,17.06,0.496,0.145,1,1364,2,0,0
83342,41.78,0.309,0.16,0,354,4,1,0
80716,92.25,0.388,0.276,0,843,3,0,0
135256,79.56,0.416,0.295,0,226,3,1,0
11224,98.2,0.053,0.415,0,996,1,1,0
14295,140.68,0.1,0.094,0,601,5,0,0
47666,40.99,0.344,0.539,0,1074,1,1,0
84094,19.3,0.064,0.195,0,1307,4,1,0
115970,36.36,0.01,0.042,1,715,6,1,0
84794,20.21,0.159,0.38,0,169,2,1,0
76233,409.5,0.37,0.0,0,1588,4,0,0
162056,18.94,0.298,0.053,0,95,7,1,0
27824,46.31,0.373,0.262,1,299,7,0,0
98794,13.29,0.388,0.351,0,795,5,1,0
93699,37.14,0.025,0.132,0,1805,5,0,0
81818,22.34,0.506,0.554,0,1241,2,0,0
139552,57.2,0.313,0.439,0,1192,1,1,0
46133,70.72,0.393,0.293,0,1529,2,1,0
164811,131.38,0.501,0.278,0,1327,3,0,0
57295,128.57,0.373,0.265,0,1056,7,0,0
94176,26.59,0.221,0.0,0,1076,3,1,0
89972,13.45,0.325,0.399,0,521,3,0,0
146841,8.07,0.322,0.424,0,629,3,0,0
75843,43.97,0.0,0.138,0,1056,4,0,0
49171,38.39,0.308,0.277,0,439,2,0,0
3734,43.67,0.181,0.351,1,616,2,0,0
62843,23.81,0.067,0.0,1,1780,2,0,0
142783,141.97,0.424,0.041,0,670,3,1,0
1713,15.41,0.0,0.054,0,784,3,1,0
154856,11.2,0.28,0.63,0,1528,5,0,0
93800,21.74,0.345,0.757,0,1533,7,0,0
24235,31.57,0.343,0.704,0,1759,4,1,0
52216,112.98,0.269,0.762,0,1027,6,1,0
95737,29.78,0.401,0.176,0,499,6,1,0
54551,45.48,0.243,0.196,0,1458,5,1,0
18761,69.91,0.187,0.679,0,1441,1,0,0
115082,18.74,0.438,0.412,0,874,1,0,0
116163,48.76,0.392,0.219,0,426,3,0,0
20541,46.33,0.209,0.243,0,642,1,1,0
48597,10.53,0.385,0.848,0,1100,5,1,0
42141,23.01,0.412,0.097,1,1674,5,0,0
113948,49.76,0.198,0.0,1,436,1,0,0
126195,114.43,0.491,1.0,0,1600,4,1,0
125624,125.55,0.063,0.688,0,1333,1,0,0
162217,269.67,0.711,0.062,0,1324,7,0,0
132822,53.59,0.572,0.251,0,1821,6,1,0
55413,17.41,0.648,0.531,1,278,2,0,0
18617,29.85,0.449,0.31,1,1089,1,1,0
106210,34.24,0.204,0.462,0,269,6,1,0
158286,23.22,0.87,0.0,0,541,6,0,0
168506,52.11,0.259,0.338,0,1045,3,1,0
39780,50.71,0.089,0.404,0,1346,6,0,0
40859,10.68,0.097,0.065,0,933,2,1,0
6464,90.11,0.34,0.342,0,1187,4,0,0
24410,7.23,0.497,0.19,0,801,7,1,0
95878,25.54,0.0,0.167,0,475,7,0,0
94487,106.1,0.273,0.659,1,1730,6,0,0
64095,50.03,0.0,0.255,0,1475,3,0,0
53560,35.84,0.206,0.0,1,1176,3,1,0
143387,237.55,0.091,0.051,0,117,6,0,0
79493,23.63,0.281,0.554,0,624,1,1,0
139665,6.41,0.373,0.308,0,1222,5,0,0
166443,50.5,0.024,0.171,0,914,3,0,0
54801,7.7,0.507,0.152,0,1135,2,0,0
35033,20.35,0.361,0.108,0,511,6,1,0
164661,62.62,0.159,0.198,0,183,1,1,0
109698,25.18,0.356,0.255,0,1194,7,0,0
50270,63.03,0.096,0.303,0,1296,7,0,0
107457,13.93,0.213,0.478,1,478,4,1,1
89001,87.39,0.119,0.0,0,550,4,0,0
156475,7.87,0.193,0.644,0,236,2,0,0
44230,123.41,0.133,0.127,0,1079,1,1,0
171310,20.37,0.188,0.332,0,963,2,0,0
161748,155.15,0.0,0.051,1,178,5,0,0
31225,7.53,0.494,0.255,1,549,7,1,0
28444,233.96,0.057,0.0,0,1064,1,1,0
92129,11.49,0.632,0.076,1,224,3,1,0
7760,5.05,0.182,0.698,0,952,7,0,0
51632,28.06,0.221,0.0,0,425,7,0,0
75184,114.3,0.237,0.052,0,893,5,1,0
167507,66.25,0.306,0.181,0,1314,4,1,0
171482,97.54,0.431,0.26,0,221,4,0,0
26186,70.83,0.33,0.46,1,562,4,0,0
154081,13.35,0.267,0.292,0,1670,7,1,0
15712,66.98,0.0,0.261,0,1052,6,1,0
129359,37.77,0.507,0.318,0,1435,6,1,0
146127,22.42,0.234,0.488,0,110,5,1,0
153928,40.71,0.087,0.5,0,870,4,0,0
38606,20.22,0.398,0.418,0,832,1,0,0
154387,136.36,0.384,0.522,1,1036,6,0,0
20041,22.69,0.404,0.378,0,1731,4,0,0
89658,17.03,0.421,0.5,0,666,3,1,0
81137,18.04,0.435,0.133,1,1798,3,1,0
54592,222.03,0.579,0.109,1,186,2,0,0
3821,11.92,0.007,0.521,0,790,5,1,0
133403,127.15,0.1,0.029,0,796,3,0,0
57988,10.36,0.0,0.238,0,1547,3,1,0
114335,53.32,0.749,0.068,1,453,2,1,0
70886,45.32,0.498,0.698,0,1144,4,0,0
64568,105.65,0.343,0.271,1,1678,4,1,0
153151,104.66,0.703,0.288,0,1542,6,0,0
16323,31.03,0.031,0.0,1,1152,3,0,0
127287,28.4,0.697,0.787,0,1601,3,0,0
129045,173.8,0.195,0.0,0,1268,6,1,0
65662,12.46,0.2,0.179,0,631,4,1,0
45353,5.1,0.18,0.211,0,1645,3,1,0
917,1.0,0.003,0.351,1,582,5,0,0
161881,1.12,0.27,0.204,0,1139,3,1,0
163767,47.59,0.442,0.625,0,1317,7,0,0
41639,306.39,0.294,0.085,0,213,7,1,0
5514,2.02,0.305,0.243,1,1626,3,0,0
21212,19.07,0.411,0.439,0,89,2,1,0
11688,37.33,0.231,0.293,0,1164,2,1,0
143616,149.24,0.464,0.093,0,1339,5,1,0
154122,19.27,0.433,0.279,0,930,2,1,0
26487,62.38,0.0,0.898,0,341,3,0,0
129036,23.39,0.604,0.394,0,660,1,1,0
30977,453.94,0.425,0.441,1,1326,1,0,0
63453,36.91,0.1,0.088,0,67,4,0,0
103573,43.33,0.214,0.393,0,1450,7,0,0
124403,35.07,0.217,0.307,0,443,3,1,0
151124,20.03,0.42,0.434,0,740,5,1,0
7738,78.2,0.121,0.0,0,321,2,1,0
33943,1.0,0.183,0.303,0,224,4,1,0
48471,12.71,0.302,0.327,0,1646,4,0,0
53623,34.16,0.087,0.317,0,163,1,1,0
172459,82.25,0.143,0.292,1,534,3,1,0
134335,23.04,0.197,0.0,0,299,1,1,0
55368,37.84,0.215,0.167,0,814,7,0,0
167931,8.89,0.136,0.677,1,185,7,0,0
86280,92.76,0.214,0.145,0,553,1,1,0
86528,66.26,0.0,0.193,1,1188,2,1,0
74943,36.14,0.322,0.499,0,442,6,0,0
24865,37.49,0.056,0.774,0,598,1,1,0
161459,10.41,0.192,0.667,0,1030,3,0,0
2408,14.39,0.293,0.297,0,700,2,0,0
30115,29.3,0.149,0.419,0,75,4,1,0
39684,49.53,0.227,0.0,0,1411,1,1,0
48262,60.51,0.355,0.691,1,1215,2,1,0
22778,16.92,0.681,0.299,0,1376,3,1,0
3103,65.74,0.414,0.392,0,1310,4,1,0
117099,138.49,0.046,0.899,0,1124,7,1,0
167496,33.4,0.341,0.0,0,1602,6,1,0
21052,45.61,0.487,0.512,0,1711,3,1,0
51241,21.84,0.093,0.235,1,1412,6,0,0
87493,43.11,0.0,0.306,0,1365,4,1,0
160272,36.63,0.357,0.212,0,1517,2,1,0
119968,184.14,0.476,0.416,0,1712,3,0,0
132397,79.78,0.654,0.0,0,1804,5,0,0
100416,70.88,0.045,0.496,0,1339,5,0,0
72063,21.3,0.277,0.444,0,1079,5,1,0
34521,11.28,0.299,0.034,0,840,4,0,0
149353,49.36,0.415,0.475,0,1546,5,0,0
138952,111.58,0.0,0.196,0,226,1,0,0
4337,186.24,0.0,0.112,0,1222,1,1,0
123622,1.0,0.421,0.322,1,815,1,0,0
14582,387.75,0.193,0.0,0,1130,7,1,0
127696,51.74,0.031,0.326,0,513,2,0,0
142724,81.55,0.321,0.374,1,538,1,0,0
22646,5.73,0.604,0.815,0,980,1,0,0
74966,24.25,0.131,0.195,0,1742,7,1,0
21384,76.0,0.358,0.689,0,90,3,1,0
98026,17.72,0.264,0.188,0,82,4,0,0
160282,1.0,0.019,0.283,0,908,5,1,0
13974,47.12,0.584,0.16,0,623,1,0,0
68701,27.67,0.225,0.232,1,1800,6,1,0
168155,127.55,0.306,0.382,0,148,6,0,0
52003,31.29,0.346,0.325,0,1237,6,0,0
22847,35.76,0.322,0.361,0,40,6,0,0
84427,68.71,0.535,0.337,0,600,3,1,0
87846,104.76,0.166,0.033,0,1416,6,0,0
114542,14.5,0.387,0.43,0,258,5,0,0
54213,80.68,0.414,0.235,0,145,1,0,0
165131,25.57,0.421,0.0,0,619,5,0,0
90032,39.9,0.066,0.45,1,691,3,1,0
49497,70.26,0.287,0.096,0,1386,7,1,0
165937,71.7,0.284,0.403,0,1371,2,1,0
159806,42.03,0.69,0.231,0,401,4,0,0
86255,3.03,0.265,0.256,0,577,6,1,0
4295,14.97,0.832,0.212,0,208,1,1,0
103150,22.84,0.0,0.56,0,51,2,1,0
95938,81.44,0.514,0.622,1,396,4,0,1
25610,51.4,0.188,0.342,1,1054,4,1,0
109550,42.77,0.358,0.279,0,769,5,1,0
145289,36.21,0.266,0.126,0,1168,2,1,0
18299,44.46,0.565,0.221,0,1468,2,0,0
124990,8.86,0.002,0.593,0,1463,7,0,0
24250,70.28,0.267,0.107,1,532,4,0,0
129397,74.18,0.496,0.461,0,261,4,0,0
72422,30.18,0.193,0.506,0,280,2,0,0
1125,51.23,0.26,0.455,0,1311,1,1,0
166964,9.12,0.587,0.477,0,174,6,0,0
28679,38.6,0.115,0.836,0,716,4,0,0
102996,19.85,0.488,0.183,0,936,1,0,0
31357,124.87,0.228,0.19,0,483,5,1,0
161226,30.05,0.375,0.548,0,748,4,1,0
127582,80.88,0.34,0.009,0,1210,5,1,0
138993,11.79,0.606,0.606,0,1336,3,0,0
74663,2.67,0.083,0.625,0,773,4,0,0
80763,34.14,0.163,0.536,0,127,6,1,0
109607,46.79,0.334,0.433,0,1181,2,1,0
135607,37.42,0.196,0.406,0,502,3,1,0
146358,45.19,0.527,0.657,0,1769,6,1,0
3082,27.81,0.391,0.508,0,1418,4,1,0
114663,23.18,0.172,0.249,0,1304,6,0,0
18860,17.33,0.605,0.164,0,1075,2,1,0
49754,10.86,0.243,0.292,0,276,3,0,0
143325,33.97,0.143,0.092,0,1206,4,1,0
43288,20.4,0.285,0.519,0,698,4,1,0
137689,93.13,0.132,0.161,0,209,3,1,0
80007,7.66,0.432,0.583,0,1683,2,1,0
40200,43.67,0.46,0.239,0,968,6,0,0
57757,271.78,0.277,0.091,0,1093,6,1,0
91716,35.18,0.14,0.251,0,1446,6,0,0
132217,32.44,0.257,0.325,1,762,6,0,0
104719,51.89,0.739,0.548,1,1013,5,1,0
161261,55.55,0.504,0.36,0,1174,3,0,0
149945,14.23,0.047,0.118,0,496,4,1,0
130179,10.6,0.081,0.246,0,999,4,1,0
104216,67.47,0.442,0.114,0,438,6,1,0
50087,4.99,0.346,0.094,0,1352,4,0,0
71292,74.35,0.0,0.268,1,452,5,1,0
20544,24.05,0.413,0.394,0,1125,2,1,0
64659,38.59,0.043,0.959,1,1475,1,0,0
160094,11.41,0.18,0.425,0,1275,5,0,0
73592,137.98,0.389,0.436,0,1252,1,0,0
19652,42.58,0.052,0.248,0,1149,5,1,0
112653,32.85,0.721,0.082,0,441,7,0,0
166339,29.37,0.259,0.502,0,1525,2,1,0
149902,21.65,0.131,0.173,0,526,5,0,0
47360,370.62,0.094,0.52,0,1791,3,1,0
78433,8.12,0.202,0.123,0,675,6,0,0
91759,89.75,0.749,0.061,0,1158,1,1,0
42826,51.73,0.237,0.673,0,1679,2,1,0
46429,161.27,0.487,0.357,0,1098,2,0,0
40895,64.39,0.452,0.407,0,381,4,0,0
171863,28.31,0.028,0.006,0,671,2,1,0
128911,99.75,0.723,0.234,0,929,7,1,0
145299,45.22,0.077,0.0,0,664,7,1,0
141103,69.17,0.314,0.324,0,1244,4,0,0
165739,139.63,0.411,0.182,0,1656,5,1,0
18192,31.94,0.294,0.365,0,1485,6,0,0
152346,31.66,0.648,0.391,0,1617,5,0,0
11501,11.46,0.483,0.325,0,1078,4,1,0
82152,45.52,0.205,0.0,0,745,6,0,0
102718,14.73,0.129,0.433,0,137,4,0,0
61838,37.74,0.176,0.175,0,796,6,1,0
25258,5.56,0.248,0.44,0,1641,5,1,0
33229,59.13,0.549,0.538,0,749,1,1,0
142501,15.96,0.322,0.061,1,557,1,1,0
55075,11.14,0.179,0.986,0,933,4,1,0
53625,16.62,0.353,0.655,0,960,6,0,0
159556,15.28,0.137,0.0,1,1701,3,1,0
24861,19.2,0.413,0.322,0,1284,4,0,0
158158,39.14,0.0,0.296,0,628,5,1,0
159143,35.18,0.254,0.13,0,1203,2,0,0
103431,54.32,0.377,0.0,0,270,6,0,0
28603,46.35,0.044,0.325,0,350,3,1,0
26932,71.35,0.0,0.325,0,666,7,1,0
49199,10.16,0.0,0.268,0,1321,6,1,0
99777,2.78,0.0,0.232,0,1556,4,0,0
26544,64.62,0.578,0.283,0,1757,4,0,0
78737,40.59,0.243,0.243,0,258,4,1,0
19956,85.7,0.328,0.696,1,456,7,0,0
93361,14.05,0.374,0.476,1,850,4,1,0
3654,26.24,0.438,0.536,0,601,5,0,0
122521,17.78,0.221,0.298,0,31,2,1,0
9572,42.72,0.444,0.331,0,312,7,1,0
33665,37.73,0.325,0.462,0,1497,3,0,0
30178,42.03,0.563,0.304,0,617,4,0,0
143595,32.33,0.474,0.0,0,1228,3,0,0
9224,128.57,0.575,0.494,0,1280,4,1,0
